,Hr0,Hr1,Hr2,Hr3,Hr4,Hr5,Hr6,Hr7,Hr8,Hr9,Hr10,Hr11
1513,34.4,36.11,35.38,42.43,77.37,676.5,570.44,217.33,80.04,50.0,43.98,36.66
1514,36.11,35.38,42.43,77.37,676.5,570.44,217.33,80.04,50.0,43.98,36.66,32.45
1515,35.38,42.43,77.37,676.5,570.44,217.33,80.04,50.0,43.98,36.66,32.45,31.0
1516,42.43,77.37,676.5,570.44,217.33,80.04,50.0,43.98,36.66,32.45,31.0,30.9
1517,77.37,676.5,570.44,217.33,80.04,50.0,43.98,36.66,32.45,31.0,30.9,33.23
1518,676.5,570.44,217.33,80.04,50.0,43.98,36.66,32.45,31.0,30.9,33.23,36.97
1519,570.44,217.33,80.04,50.0,43.98,36.66,32.45,31.0,30.9,33.23,36.97,54.63
1520,217.33,80.04,50.0,43.98,36.66,32.45,31.0,30.9,33.23,36.97,54.63,50.0
1521,80.04,50.0,43.98,36.66,32.45,31.0,30.9,33.23,36.97,54.63,50.0,43.55
1522,50.0,43.98,36.66,32.45,31.0,30.9,33.23,36.97,54.63,50.0,43.55,38.99
1523,43.98,36.66,32.45,31.0,30.9,33.23,36.97,54.63,50.0,43.55,38.99,33.05
1524,36.66,32.45,31.0,30.9,33.23,36.97,54.63,50.0,43.55,38.99,33.05,31.72
1525,32.45,31.0,30.9,33.23,36.97,54.63,50.0,43.55,38.99,33.05,31.72,25.52
1526,31.0,30.9,33.23,36.97,54.63,50.0,43.55,38.99,33.05,31.72,25.52,25.41
1527,30.9,33.23,36.97,54.63,50.0,43.55,38.99,33.05,31.72,25.52,25.41,25.21
1528,33.23,36.97,54.63,50.0,43.55,38.99,33.05,31.72,25.52,25.41,25.21,24.7
1529,36.97,54.63,50.0,43.55,38.99,33.05,31.72,25.52,25.41,25.21,24.7,27.59
1530,54.63,50.0,43.55,38.99,33.05,31.72,25.52,25.41,25.21,24.7,27.59,36.65
1531,50.0,43.55,38.99,33.05,31.72,25.52,25.41,25.21,24.7,27.59,36.65,95.91
1532,43.55,38.99,33.05,31.72,25.52,25.41,25.21,24.7,27.59,36.65,95.91,51.58
1533,38.99,33.05,31.72,25.52,25.41,25.21,24.7,27.59,36.65,95.91,51.58,34.85
1534,33.05,31.72,25.52,25.41,25.21,24.7,27.59,36.65,95.91,51.58,34.85,31.98
1535,31.72,25.52,25.41,25.21,24.7,27.59,36.65,95.91,51.58,34.85,31.98,29.07
1536,25.52,25.41,25.21,24.7,27.59,36.65,95.91,51.58,34.85,31.98,29.07,25.53
1537,25.41,25.21,24.7,27.59,36.65,95.91,51.58,34.85,31.98,29.07,25.53,22.97
1538,25.21,24.7,27.59,36.65,95.91,51.58,34.85,31.98,29.07,25.53,22.97,20.94
1539,24.7,27.59,36.65,95.91,51.58,34.85,31.98,29.07,25.53,22.97,20.94,20.31
1540,27.59,36.65,95.91,51.58,34.85,31.98,29.07,25.53,22.97,20.94,20.31,19.62
1541,36.65,95.91,51.58,34.85,31.98,29.07,25.53,22.97,20.94,20.31,19.62,20.39
1542,95.91,51.58,34.85,31.98,29.07,25.53,22.97,20.94,20.31,19.62,20.39,23.0
1543,51.58,34.85,31.98,29.07,25.53,22.97,20.94,20.31,19.62,20.39,23.0,31.95
1544,34.85,31.98,29.07,25.53,22.97,20.94,20.31,19.62,20.39,23.0,31.95,29.8
1545,31.98,29.07,25.53,22.97,20.94,20.31,19.62,20.39,23.0,31.95,29.8,23.88
1546,29.07,25.53,22.97,20.94,20.31,19.62,20.39,23.0,31.95,29.8,23.88,23.14
1547,25.53,22.97,20.94,20.31,19.62,20.39,23.0,31.95,29.8,23.88,23.14,23.53
1548,22.97,20.94,20.31,19.62,20.39,23.0,31.95,29.8,23.88,23.14,23.53,22.63
1549,20.94,20.31,19.62,20.39,23.0,31.95,29.8,23.88,23.14,23.53,22.63,16.12
1550,20.31,19.62,20.39,23.0,31.95,29.8,23.88,23.14,23.53,22.63,16.12,15.62
1551,19.62,20.39,23.0,31.95,29.8,23.88,23.14,23.53,22.63,16.12,15.62,15.05
1552,20.39,23.0,31.95,29.8,23.88,23.14,23.53,22.63,16.12,15.62,15.05,15.05
1553,23.0,31.95,29.8,23.88,23.14,23.53,22.63,16.12,15.62,15.05,15.05,16.3
1554,31.95,29.8,23.88,23.14,23.53,22.63,16.12,15.62,15.05,15.05,16.3,19.95
1555,29.8,23.88,23.14,23.53,22.63,16.12,15.62,15.05,15.05,16.3,19.95,31.19
1556,23.88,23.14,23.53,22.63,16.12,15.62,15.05,15.05,16.3,19.95,31.19,35.45
1557,23.14,23.53,22.63,16.12,15.62,15.05,15.05,16.3,19.95,31.19,35.45,31.2
1558,23.53,22.63,16.12,15.62,15.05,15.05,16.3,19.95,31.19,35.45,31.2,29.01
1559,22.63,16.12,15.62,15.05,15.05,16.3,19.95,31.19,35.45,31.2,29.01,26.25
1560,16.12,15.62,15.05,15.05,16.3,19.95,31.19,35.45,31.2,29.01,26.25,24.41
1561,15.62,15.05,15.05,16.3,19.95,31.19,35.45,31.2,29.01,26.25,24.41,22.26
1562,15.05,15.05,16.3,19.95,31.19,35.45,31.2,29.01,26.25,24.41,22.26,20.05
1563,15.05,16.3,19.95,31.19,35.45,31.2,29.01,26.25,24.41,22.26,20.05,20.43
1564,16.3,19.95,31.19,35.45,31.2,29.01,26.25,24.41,22.26,20.05,20.43,20.08
1565,19.95,31.19,35.45,31.2,29.01,26.25,24.41,22.26,20.05,20.43,20.08,20.54
1566,31.19,35.45,31.2,29.01,26.25,24.41,22.26,20.05,20.43,20.08,20.54,20.68
1567,35.45,31.2,29.01,26.25,24.41,22.26,20.05,20.43,20.08,20.54,20.68,25.59
1568,31.2,29.01,26.25,24.41,22.26,20.05,20.43,20.08,20.54,20.68,25.59,22.71
1569,29.01,26.25,24.41,22.26,20.05,20.43,20.08,20.54,20.68,25.59,22.71,21.76
1570,26.25,24.41,22.26,20.05,20.43,20.08,20.54,20.68,25.59,22.71,21.76,20.29
1571,24.41,22.26,20.05,20.43,20.08,20.54,20.68,25.59,22.71,21.76,20.29,15.55
1572,22.26,20.05,20.43,20.08,20.54,20.68,25.59,22.71,21.76,20.29,15.55,15.02
1573,20.05,20.43,20.08,20.54,20.68,25.59,22.71,21.76,20.29,15.55,15.02,14.43
1574,20.43,20.08,20.54,20.68,25.59,22.71,21.76,20.29,15.55,15.02,14.43,13.6
1575,20.08,20.54,20.68,25.59,22.71,21.76,20.29,15.55,15.02,14.43,13.6,13.02
1576,20.54,20.68,25.59,22.71,21.76,20.29,15.55,15.02,14.43,13.6,13.02,14.49
1577,20.68,25.59,22.71,21.76,20.29,15.55,15.02,14.43,13.6,13.02,14.49,16.01
1578,25.59,22.71,21.76,20.29,15.55,15.02,14.43,13.6,13.02,14.49,16.01,19.66
1579,22.71,21.76,20.29,15.55,15.02,14.43,13.6,13.02,14.49,16.01,19.66,25.06
1580,21.76,20.29,15.55,15.02,14.43,13.6,13.02,14.49,16.01,19.66,25.06,22.7
1581,20.29,15.55,15.02,14.43,13.6,13.02,14.49,16.01,19.66,25.06,22.7,23.9
1582,15.55,15.02,14.43,13.6,13.02,14.49,16.01,19.66,25.06,22.7,23.9,29.16
1583,15.02,14.43,13.6,13.02,14.49,16.01,19.66,25.06,22.7,23.9,29.16,34.93
1584,14.43,13.6,13.02,14.49,16.01,19.66,25.06,22.7,23.9,29.16,34.93,34.5
1585,13.6,13.02,14.49,16.01,19.66,25.06,22.7,23.9,29.16,34.93,34.5,28.37
1586,13.02,14.49,16.01,19.66,25.06,22.7,23.9,29.16,34.93,34.5,28.37,26.56
1587,14.49,16.01,19.66,25.06,22.7,23.9,29.16,34.93,34.5,28.37,26.56,23.32
1588,16.01,19.66,25.06,22.7,23.9,29.16,34.93,34.5,28.37,26.56,23.32,25.01
1589,19.66,25.06,22.7,23.9,29.16,34.93,34.5,28.37,26.56,23.32,25.01,22.16
1590,25.06,22.7,23.9,29.16,34.93,34.5,28.37,26.56,23.32,25.01,22.16,22.8
1591,22.7,23.9,29.16,34.93,34.5,28.37,26.56,23.32,25.01,22.16,22.8,23.84
1592,23.9,29.16,34.93,34.5,28.37,26.56,23.32,25.01,22.16,22.8,23.84,23.9
1593,29.16,34.93,34.5,28.37,26.56,23.32,25.01,22.16,22.8,23.84,23.9,21.68
1594,34.93,34.5,28.37,26.56,23.32,25.01,22.16,22.8,23.84,23.9,21.68,20.14
1595,34.5,28.37,26.56,23.32,25.01,22.16,22.8,23.84,23.9,21.68,20.14,17.24
1596,28.37,26.56,23.32,25.01,22.16,22.8,23.84,23.9,21.68,20.14,17.24,14.15
1597,26.56,23.32,25.01,22.16,22.8,23.84,23.9,21.68,20.14,17.24,14.15,15.09
1598,23.32,25.01,22.16,22.8,23.84,23.9,21.68,20.14,17.24,14.15,15.09,14.11
1599,25.01,22.16,22.8,23.84,23.9,21.68,20.14,17.24,14.15,15.09,14.11,13.92
1600,22.16,22.8,23.84,23.9,21.68,20.14,17.24,14.15,15.09,14.11,13.92,12.42
1601,22.8,23.84,23.9,21.68,20.14,17.24,14.15,15.09,14.11,13.92,12.42,12.0
1602,23.84,23.9,21.68,20.14,17.24,14.15,15.09,14.11,13.92,12.42,12.0,15.05
1603,23.9,21.68,20.14,17.24,14.15,15.09,14.11,13.92,12.42,12.0,15.05,13.5
1604,21.68,20.14,17.24,14.15,15.09,14.11,13.92,12.42,12.0,15.05,13.5,16.79
1605,20.14,17.24,14.15,15.09,14.11,13.92,12.42,12.0,15.05,13.5,16.79,23.29
1606,17.24,14.15,15.09,14.11,13.92,12.42,12.0,15.05,13.5,16.79,23.29,24.78
1607,14.15,15.09,14.11,13.92,12.42,12.0,15.05,13.5,16.79,23.29,24.78,26.23
1608,15.09,14.11,13.92,12.42,12.0,15.05,13.5,16.79,23.29,24.78,26.23,28.08
1609,14.11,13.92,12.42,12.0,15.05,13.5,16.79,23.29,24.78,26.23,28.08,30.36
1610,13.92,12.42,12.0,15.05,13.5,16.79,23.29,24.78,26.23,28.08,30.36,27.7
1611,12.42,12.0,15.05,13.5,16.79,23.29,24.78,26.23,28.08,30.36,27.7,28.36
1612,12.0,15.05,13.5,16.79,23.29,24.78,26.23,28.08,30.36,27.7,28.36,31.57
1613,15.05,13.5,16.79,23.29,24.78,26.23,28.08,30.36,27.7,28.36,31.57,35.82
1614,13.5,16.79,23.29,24.78,26.23,28.08,30.36,27.7,28.36,31.57,35.82,36.6
1615,16.79,23.29,24.78,26.23,28.08,30.36,27.7,28.36,31.57,35.82,36.6,45.0
1616,23.29,24.78,26.23,28.08,30.36,27.7,28.36,31.57,35.82,36.6,45.0,44.59
1617,24.78,26.23,28.08,30.36,27.7,28.36,31.57,35.82,36.6,45.0,44.59,30.69
1618,26.23,28.08,30.36,27.7,28.36,31.57,35.82,36.6,45.0,44.59,30.69,29.23
1619,28.08,30.36,27.7,28.36,31.57,35.82,36.6,45.0,44.59,30.69,29.23,27.4
1620,30.36,27.7,28.36,31.57,35.82,36.6,45.0,44.59,30.69,29.23,27.4,22.61
1621,27.7,28.36,31.57,35.82,36.6,45.0,44.59,30.69,29.23,27.4,22.61,25.41
1622,28.36,31.57,35.82,36.6,45.0,44.59,30.69,29.23,27.4,22.61,25.41,20.19
1623,31.57,35.82,36.6,45.0,44.59,30.69,29.23,27.4,22.61,25.41,20.19,18.65
1624,35.82,36.6,45.0,44.59,30.69,29.23,27.4,22.61,25.41,20.19,18.65,19.11
1625,36.6,45.0,44.59,30.69,29.23,27.4,22.61,25.41,20.19,18.65,19.11,19.16
1626,45.0,44.59,30.69,29.23,27.4,22.61,25.41,20.19,18.65,19.11,19.16,21.4
1627,44.59,30.69,29.23,27.4,22.61,25.41,20.19,18.65,19.11,19.16,21.4,22.19
1628,30.69,29.23,27.4,22.61,25.41,20.19,18.65,19.11,19.16,21.4,22.19,26.29
1629,29.23,27.4,22.61,25.41,20.19,18.65,19.11,19.16,21.4,22.19,26.29,26.58
1630,27.4,22.61,25.41,20.19,18.65,19.11,19.16,21.4,22.19,26.29,26.58,27.42
1631,22.61,25.41,20.19,18.65,19.11,19.16,21.4,22.19,26.29,26.58,27.42,28.14
1632,25.41,20.19,18.65,19.11,19.16,21.4,22.19,26.29,26.58,27.42,28.14,28.45
1633,20.19,18.65,19.11,19.16,21.4,22.19,26.29,26.58,27.42,28.14,28.45,28.35
1634,18.65,19.11,19.16,21.4,22.19,26.29,26.58,27.42,28.14,28.45,28.35,25.0
1635,19.11,19.16,21.4,22.19,26.29,26.58,27.42,28.14,28.45,28.35,25.0,25.0
1636,19.16,21.4,22.19,26.29,26.58,27.42,28.14,28.45,28.35,25.0,25.0,28.26
1637,21.4,22.19,26.29,26.58,27.42,28.14,28.45,28.35,25.0,25.0,28.26,27.73
1638,22.19,26.29,26.58,27.42,28.14,28.45,28.35,25.0,25.0,28.26,27.73,33.28
1639,26.29,26.58,27.42,28.14,28.45,28.35,25.0,25.0,28.26,27.73,33.28,45.0
1640,26.58,27.42,28.14,28.45,28.35,25.0,25.0,28.26,27.73,33.28,45.0,32.93
1641,27.42,28.14,28.45,28.35,25.0,25.0,28.26,27.73,33.28,45.0,32.93,28.27
1642,28.14,28.45,28.35,25.0,25.0,28.26,27.73,33.28,45.0,32.93,28.27,24.39
1643,28.45,28.35,25.0,25.0,28.26,27.73,33.28,45.0,32.93,28.27,24.39,22.42
1644,28.35,25.0,25.0,28.26,27.73,33.28,45.0,32.93,28.27,24.39,22.42,18.58
1645,25.0,25.0,28.26,27.73,33.28,45.0,32.93,28.27,24.39,22.42,18.58,18.42
1646,25.0,28.26,27.73,33.28,45.0,32.93,28.27,24.39,22.42,18.58,18.42,18.93
1647,28.26,27.73,33.28,45.0,32.93,28.27,24.39,22.42,18.58,18.42,18.93,18.26
1648,27.73,33.28,45.0,32.93,28.27,24.39,22.42,18.58,18.42,18.93,18.26,19.07
1649,33.28,45.0,32.93,28.27,24.39,22.42,18.58,18.42,18.93,18.26,19.07,22.19
1650,45.0,32.93,28.27,24.39,22.42,18.58,18.42,18.93,18.26,19.07,22.19,32.54
1651,32.93,28.27,24.39,22.42,18.58,18.42,18.93,18.26,19.07,22.19,32.54,35.96
1652,28.27,24.39,22.42,18.58,18.42,18.93,18.26,19.07,22.19,32.54,35.96,29.24
1653,24.39,22.42,18.58,18.42,18.93,18.26,19.07,22.19,32.54,35.96,29.24,31.64
1654,22.42,18.58,18.42,18.93,18.26,19.07,22.19,32.54,35.96,29.24,31.64,37.07
1655,18.58,18.42,18.93,18.26,19.07,22.19,32.54,35.96,29.24,31.64,37.07,38.16
1656,18.42,18.93,18.26,19.07,22.19,32.54,35.96,29.24,31.64,37.07,38.16,30.75
1657,18.93,18.26,19.07,22.19,32.54,35.96,29.24,31.64,37.07,38.16,30.75,30.48
1658,18.26,19.07,22.19,32.54,35.96,29.24,31.64,37.07,38.16,30.75,30.48,28.18
1659,19.07,22.19,32.54,35.96,29.24,31.64,37.07,38.16,30.75,30.48,28.18,28.2
1660,22.19,32.54,35.96,29.24,31.64,37.07,38.16,30.75,30.48,28.18,28.2,29.43
1661,32.54,35.96,29.24,31.64,37.07,38.16,30.75,30.48,28.18,28.2,29.43,30.07
1662,35.96,29.24,31.64,37.07,38.16,30.75,30.48,28.18,28.2,29.43,30.07,43.51
1663,29.24,31.64,37.07,38.16,30.75,30.48,28.18,28.2,29.43,30.07,43.51,46.03
1664,31.64,37.07,38.16,30.75,30.48,28.18,28.2,29.43,30.07,43.51,46.03,32.65
1665,37.07,38.16,30.75,30.48,28.18,28.2,29.43,30.07,43.51,46.03,32.65,27.16
1666,38.16,30.75,30.48,28.18,28.2,29.43,30.07,43.51,46.03,32.65,27.16,21.97
1667,30.75,30.48,28.18,28.2,29.43,30.07,43.51,46.03,32.65,27.16,21.97,21.15
1668,30.48,28.18,28.2,29.43,30.07,43.51,46.03,32.65,27.16,21.97,21.15,20.38
1669,28.18,28.2,29.43,30.07,43.51,46.03,32.65,27.16,21.97,21.15,20.38,19.84
1670,28.2,29.43,30.07,43.51,46.03,32.65,27.16,21.97,21.15,20.38,19.84,18.5
1671,29.43,30.07,43.51,46.03,32.65,27.16,21.97,21.15,20.38,19.84,18.5,18.1
1672,30.07,43.51,46.03,32.65,27.16,21.97,21.15,20.38,19.84,18.5,18.1,18.3
1673,43.51,46.03,32.65,27.16,21.97,21.15,20.38,19.84,18.5,18.1,18.3,19.74
1674,46.03,32.65,27.16,21.97,21.15,20.38,19.84,18.5,18.1,18.3,19.74,30.46
1675,32.65,27.16,21.97,21.15,20.38,19.84,18.5,18.1,18.3,19.74,30.46,31.23
1676,27.16,21.97,21.15,20.38,19.84,18.5,18.1,18.3,19.74,30.46,31.23,27.26
1677,21.97,21.15,20.38,19.84,18.5,18.1,18.3,19.74,30.46,31.23,27.26,34.99
1678,21.15,20.38,19.84,18.5,18.1,18.3,19.74,30.46,31.23,27.26,34.99,27.13
1679,20.38,19.84,18.5,18.1,18.3,19.74,30.46,31.23,27.26,34.99,27.13,24.91
1680,19.84,18.5,18.1,18.3,19.74,30.46,31.23,27.26,34.99,27.13,24.91,24.18
1681,18.5,18.1,18.3,19.74,30.46,31.23,27.26,34.99,27.13,24.91,24.18,22.41
1682,18.1,18.3,19.74,30.46,31.23,27.26,34.99,27.13,24.91,24.18,22.41,21.36
1683,18.3,19.74,30.46,31.23,27.26,34.99,27.13,24.91,24.18,22.41,21.36,20.78
1684,19.74,30.46,31.23,27.26,34.99,27.13,24.91,24.18,22.41,21.36,20.78,19.95
1685,30.46,31.23,27.26,34.99,27.13,24.91,24.18,22.41,21.36,20.78,19.95,21.08
1686,31.23,27.26,34.99,27.13,24.91,24.18,22.41,21.36,20.78,19.95,21.08,24.82
1687,27.26,34.99,27.13,24.91,24.18,22.41,21.36,20.78,19.95,21.08,24.82,23.66
1688,34.99,27.13,24.91,24.18,22.41,21.36,20.78,19.95,21.08,24.82,23.66,21.99
1689,27.13,24.91,24.18,22.41,21.36,20.78,19.95,21.08,24.82,23.66,21.99,18.94
1690,24.91,24.18,22.41,21.36,20.78,19.95,21.08,24.82,23.66,21.99,18.94,18.77
1691,24.18,22.41,21.36,20.78,19.95,21.08,24.82,23.66,21.99,18.94,18.77,15.9
1692,22.41,21.36,20.78,19.95,21.08,24.82,23.66,21.99,18.94,18.77,15.9,12.63
1693,21.36,20.78,19.95,21.08,24.82,23.66,21.99,18.94,18.77,15.9,12.63,11.67
1694,20.78,19.95,21.08,24.82,23.66,21.99,18.94,18.77,15.9,12.63,11.67,11.0
1695,19.95,21.08,24.82,23.66,21.99,18.94,18.77,15.9,12.63,11.67,11.0,11.11
1696,21.08,24.82,23.66,21.99,18.94,18.77,15.9,12.63,11.67,11.0,11.11,11.22
1697,24.82,23.66,21.99,18.94,18.77,15.9,12.63,11.67,11.0,11.11,11.22,13.58
1698,23.66,21.99,18.94,18.77,15.9,12.63,11.67,11.0,11.11,11.22,13.58,18.39
1699,21.99,18.94,18.77,15.9,12.63,11.67,11.0,11.11,11.22,13.58,18.39,19.92
1700,18.94,18.77,15.9,12.63,11.67,11.0,11.11,11.22,13.58,18.39,19.92,20.56
1701,18.77,15.9,12.63,11.67,11.0,11.11,11.22,13.58,18.39,19.92,20.56,20.59
1702,15.9,12.63,11.67,11.0,11.11,11.22,13.58,18.39,19.92,20.56,20.59,21.66
1703,12.63,11.67,11.0,11.11,11.22,13.58,18.39,19.92,20.56,20.59,21.66,21.45
1704,11.67,11.0,11.11,11.22,13.58,18.39,19.92,20.56,20.59,21.66,21.45,20.58
1705,11.0,11.11,11.22,13.58,18.39,19.92,20.56,20.59,21.66,21.45,20.58,24.57
1706,11.11,11.22,13.58,18.39,19.92,20.56,20.59,21.66,21.45,20.58,24.57,23.08
1707,11.22,13.58,18.39,19.92,20.56,20.59,21.66,21.45,20.58,24.57,23.08,23.19
1708,13.58,18.39,19.92,20.56,20.59,21.66,21.45,20.58,24.57,23.08,23.19,22.73
1709,18.39,19.92,20.56,20.59,21.66,21.45,20.58,24.57,23.08,23.19,22.73,23.26
1710,19.92,20.56,20.59,21.66,21.45,20.58,24.57,23.08,23.19,22.73,23.26,32.07
1711,20.56,20.59,21.66,21.45,20.58,24.57,23.08,23.19,22.73,23.26,32.07,26.02
1712,20.59,21.66,21.45,20.58,24.57,23.08,23.19,22.73,23.26,32.07,26.02,24.45
1713,21.66,21.45,20.58,24.57,23.08,23.19,22.73,23.26,32.07,26.02,24.45,17.52
1714,21.45,20.58,24.57,23.08,23.19,22.73,23.26,32.07,26.02,24.45,17.52,18.0
1715,20.58,24.57,23.08,23.19,22.73,23.26,32.07,26.02,24.45,17.52,18.0,13.61
1716,24.57,23.08,23.19,22.73,23.26,32.07,26.02,24.45,17.52,18.0,13.61,16.21
1717,23.08,23.19,22.73,23.26,32.07,26.02,24.45,17.52,18.0,13.61,16.21,14.87
1718,23.19,22.73,23.26,32.07,26.02,24.45,17.52,18.0,13.61,16.21,14.87,13.02
1719,22.73,23.26,32.07,26.02,24.45,17.52,18.0,13.61,16.21,14.87,13.02,12.56
1720,23.26,32.07,26.02,24.45,17.52,18.0,13.61,16.21,14.87,13.02,12.56,15.08
1721,32.07,26.02,24.45,17.52,18.0,13.61,16.21,14.87,13.02,12.56,15.08,18.09
1722,26.02,24.45,17.52,18.0,13.61,16.21,14.87,13.02,12.56,15.08,18.09,22.95
1723,24.45,17.52,18.0,13.61,16.21,14.87,13.02,12.56,15.08,18.09,22.95,25.82
1724,17.52,18.0,13.61,16.21,14.87,13.02,12.56,15.08,18.09,22.95,25.82,26.03
1725,18.0,13.61,16.21,14.87,13.02,12.56,15.08,18.09,22.95,25.82,26.03,24.43
1726,13.61,16.21,14.87,13.02,12.56,15.08,18.09,22.95,25.82,26.03,24.43,24.14
1727,16.21,14.87,13.02,12.56,15.08,18.09,22.95,25.82,26.03,24.43,24.14,24.48
1728,14.87,13.02,12.56,15.08,18.09,22.95,25.82,26.03,24.43,24.14,24.48,21.69
1729,13.02,12.56,15.08,18.09,22.95,25.82,26.03,24.43,24.14,24.48,21.69,21.94
1730,12.56,15.08,18.09,22.95,25.82,26.03,24.43,24.14,24.48,21.69,21.94,21.78
1731,15.08,18.09,22.95,25.82,26.03,24.43,24.14,24.48,21.69,21.94,21.78,20.87
1732,18.09,22.95,25.82,26.03,24.43,24.14,24.48,21.69,21.94,21.78,20.87,22.45
1733,22.95,25.82,26.03,24.43,24.14,24.48,21.69,21.94,21.78,20.87,22.45,23.66
1734,25.82,26.03,24.43,24.14,24.48,21.69,21.94,21.78,20.87,22.45,23.66,30.52
1735,26.03,24.43,24.14,24.48,21.69,21.94,21.78,20.87,22.45,23.66,30.52,42.27
1736,24.43,24.14,24.48,21.69,21.94,21.78,20.87,22.45,23.66,30.52,42.27,34.09
1737,24.14,24.48,21.69,21.94,21.78,20.87,22.45,23.66,30.52,42.27,34.09,22.86
1738,24.48,21.69,21.94,21.78,20.87,22.45,23.66,30.52,42.27,34.09,22.86,18.77
1739,21.69,21.94,21.78,20.87,22.45,23.66,30.52,42.27,34.09,22.86,18.77,17.55
1740,21.94,21.78,20.87,22.45,23.66,30.52,42.27,34.09,22.86,18.77,17.55,18.0
1741,21.78,20.87,22.45,23.66,30.52,42.27,34.09,22.86,18.77,17.55,18.0,16.46
1742,20.87,22.45,23.66,30.52,42.27,34.09,22.86,18.77,17.55,18.0,16.46,16.11
1743,22.45,23.66,30.52,42.27,34.09,22.86,18.77,17.55,18.0,16.46,16.11,15.17
1744,23.66,30.52,42.27,34.09,22.86,18.77,17.55,18.0,16.46,16.11,15.17,17.26
1745,30.52,42.27,34.09,22.86,18.77,17.55,18.0,16.46,16.11,15.17,17.26,20.08
1746,42.27,34.09,22.86,18.77,17.55,18.0,16.46,16.11,15.17,17.26,20.08,32.08
1747,34.09,22.86,18.77,17.55,18.0,16.46,16.11,15.17,17.26,20.08,32.08,34.38
1748,22.86,18.77,17.55,18.0,16.46,16.11,15.17,17.26,20.08,32.08,34.38,31.5
1749,18.77,17.55,18.0,16.46,16.11,15.17,17.26,20.08,32.08,34.38,31.5,33.23
1750,17.55,18.0,16.46,16.11,15.17,17.26,20.08,32.08,34.38,31.5,33.23,29.36
1751,18.0,16.46,16.11,15.17,17.26,20.08,32.08,34.38,31.5,33.23,29.36,26.5
1752,16.46,16.11,15.17,17.26,20.08,32.08,34.38,31.5,33.23,29.36,26.5,24.86
1753,16.11,15.17,17.26,20.08,32.08,34.38,31.5,33.23,29.36,26.5,24.86,24.96
1754,15.17,17.26,20.08,32.08,34.38,31.5,33.23,29.36,26.5,24.86,24.96,24.04
1755,17.26,20.08,32.08,34.38,31.5,33.23,29.36,26.5,24.86,24.96,24.04,24.62
1756,20.08,32.08,34.38,31.5,33.23,29.36,26.5,24.86,24.96,24.04,24.62,24.89
1757,32.08,34.38,31.5,33.23,29.36,26.5,24.86,24.96,24.04,24.62,24.89,28.17
1758,34.38,31.5,33.23,29.36,26.5,24.86,24.96,24.04,24.62,24.89,28.17,34.09
1759,31.5,33.23,29.36,26.5,24.86,24.96,24.04,24.62,24.89,28.17,34.09,44.78
1760,33.23,29.36,26.5,24.86,24.96,24.04,24.62,24.89,28.17,34.09,44.78,45.45
1761,29.36,26.5,24.86,24.96,24.04,24.62,24.89,28.17,34.09,44.78,45.45,33.29
1762,26.5,24.86,24.96,24.04,24.62,24.89,28.17,34.09,44.78,45.45,33.29,25.61
1763,24.86,24.96,24.04,24.62,24.89,28.17,34.09,44.78,45.45,33.29,25.61,22.76
1764,24.96,24.04,24.62,24.89,28.17,34.09,44.78,45.45,33.29,25.61,22.76,26.0
1765,24.04,24.62,24.89,28.17,34.09,44.78,45.45,33.29,25.61,22.76,26.0,23.97
1766,24.62,24.89,28.17,34.09,44.78,45.45,33.29,25.61,22.76,26.0,23.97,23.12
1767,24.89,28.17,34.09,44.78,45.45,33.29,25.61,22.76,26.0,23.97,23.12,22.23
1768,28.17,34.09,44.78,45.45,33.29,25.61,22.76,26.0,23.97,23.12,22.23,22.22
1769,34.09,44.78,45.45,33.29,25.61,22.76,26.0,23.97,23.12,22.23,22.22,25.04
1770,44.78,45.45,33.29,25.61,22.76,26.0,23.97,23.12,22.23,22.22,25.04,31.84
1771,45.45,33.29,25.61,22.76,26.0,23.97,23.12,22.23,22.22,25.04,31.84,35.0
1772,33.29,25.61,22.76,26.0,23.97,23.12,22.23,22.22,25.04,31.84,35.0,47.76
1773,25.61,22.76,26.0,23.97,23.12,22.23,22.22,25.04,31.84,35.0,47.76,57.15
1774,22.76,26.0,23.97,23.12,22.23,22.22,25.04,31.84,35.0,47.76,57.15,46.89
1775,26.0,23.97,23.12,22.23,22.22,25.04,31.84,35.0,47.76,57.15,46.89,36.63
1776,23.97,23.12,22.23,22.22,25.04,31.84,35.0,47.76,57.15,46.89,36.63,31.17
1777,23.12,22.23,22.22,25.04,31.84,35.0,47.76,57.15,46.89,36.63,31.17,25.97
1778,22.23,22.22,25.04,31.84,35.0,47.76,57.15,46.89,36.63,31.17,25.97,24.95
1779,22.22,25.04,31.84,35.0,47.76,57.15,46.89,36.63,31.17,25.97,24.95,24.63
1780,25.04,31.84,35.0,47.76,57.15,46.89,36.63,31.17,25.97,24.95,24.63,23.93
1781,31.84,35.0,47.76,57.15,46.89,36.63,31.17,25.97,24.95,24.63,23.93,26.0
1782,35.0,47.76,57.15,46.89,36.63,31.17,25.97,24.95,24.63,23.93,26.0,31.04
1783,47.76,57.15,46.89,36.63,31.17,25.97,24.95,24.63,23.93,26.0,31.04,40.38
1784,57.15,46.89,36.63,31.17,25.97,24.95,24.63,23.93,26.0,31.04,40.38,37.86
1785,46.89,36.63,31.17,25.97,24.95,24.63,23.93,26.0,31.04,40.38,37.86,31.84
